Customer_address,sex,age,job,type,Item_name,stock,price,count,brand_name-FK1,brand_name_FK2,shipping_date
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
제주,여,58,폰가게사장,소매업,캐스터_고무회전,14,10000,22,경창,스마토캐스토,2017.2.1 0:00
제주,여,58,폰가게사장,소매업,캐스터_고무회전,14,10000,22,경창,스마토캐스토,2017.2.1 0:00
제주,여,58,폰가게사장,소매업,캐스터_고무회전,14,10000,22,경창,스마토캐스토,2017.2.1 0:00
제주,여,58,폰가게사장,소매업,캐스터_고무회전,14,10000,22,경창,스마토캐스토,2017.2.1 0:00
제주,여,58,폰가게사장,소매업,캐스터_고무회전,14,10000,22,경창,스마토캐스토,2017.2.1 0:00
