Customer_address,sex,age,job,type,Item_name,stock,price,count,brand_name-FK1,brand_name_FK2,shipping_date
부산,남,10,\N,\N,개폐면,9512,10000,3,써보레,오토스,2017.5.3 0:00
부산,여,18,\N,\N,방독마스크,1000,10000,3,크린탑,E편한,2017.7.3 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
제주,여,12,\N,\N,자동차광용접면,9852,10000,2,써보레,오토스,2017.6.2 0:00
